Date,Open,High,Low,Close,Adj Close,Volume
2014-07-31,178.330002,178.330002,178.330002,178.330002,161.214615,0
2014-08-01,177.820007,177.820007,177.820007,177.820007,160.753571,0
2014-08-04,179.100006,179.100006,179.100006,179.100006,161.910751,0
2014-08-05,177.380005,177.380005,177.380005,177.380005,160.355865,0
2014-08-06,177.440002,177.440002,177.440002,177.440002,160.410080,0
2014-08-07,176.500000,176.500000,176.500000,176.500000,159.560303,0
2014-08-08,178.529999,178.529999,178.529999,178.529999,161.395462,0
2014-08-11,179.059998,179.059998,179.059998,179.059998,161.874557,0
2014-08-12,178.779999,178.779999,178.779999,178.779999,161.621460,0
2014-08-13,180.020004,180.020004,180.020004,180.020004,162.742447,0
2014-08-14,180.820007,180.820007,180.820007,180.820007,163.465683,0
2014-08-15,180.830002,180.830002,180.830002,180.830002,163.474686,0
2014-08-18,182.380005,182.380005,182.380005,182.380005,164.875931,0
2014-08-19,183.330002,183.330002,183.330002,183.330002,165.734756,0
2014-08-20,183.789993,183.789993,183.789993,183.789993,166.150620,0
2014-08-21,184.339996,184.339996,184.339996,184.339996,166.647858,0
2014-08-22,184.000000,184.000000,184.000000,184.000000,166.340439,0
2014-08-25,184.880005,184.880005,184.880005,184.880005,167.135986,0
2014-08-26,185.080002,185.080002,185.080002,185.080002,167.316803,0
2014-08-27,185.119995,185.119995,185.119995,185.119995,167.352951,0
2014-08-28,184.830002,184.830002,184.830002,184.830002,167.090790,0
2014-08-29,185.460007,185.460007,185.460007,185.460007,167.660339,0
2014-09-02,185.369995,185.369995,185.369995,185.369995,167.578995,0
2014-09-03,185.259995,185.259995,185.259995,185.259995,167.479492,0
2014-09-04,184.979996,184.979996,184.979996,184.979996,167.226410,0
2014-09-05,185.910004,185.910004,185.910004,185.910004,168.067123,0
2014-09-08,185.369995,185.369995,185.369995,185.369995,167.578995,0
2014-09-09,184.160004,184.160004,184.160004,184.160004,166.485138,0
2014-09-10,184.850006,184.850006,184.850006,184.850006,167.108887,0
2014-09-11,185.070007,185.070007,185.070007,185.070007,167.307755,0
2014-09-12,183.970001,183.970001,183.970001,183.970001,166.313324,0
2014-09-15,183.839996,183.839996,183.839996,183.839996,166.195801,0
2014-09-16,185.220001,185.220001,185.220001,185.220001,167.443359,0
2014-09-17,185.460007,185.460007,185.460007,185.460007,167.660339,0
2014-09-18,186.389999,186.389999,186.389999,186.389999,168.501099,0
2014-09-19,185.429993,185.429993,185.429993,185.429993,168.431137,0
2014-09-22,183.940002,183.940002,183.940002,183.940002,167.077728,0
2014-09-23,182.889999,182.889999,182.889999,182.889999,166.123978,0
2014-09-24,184.330002,184.330002,184.330002,184.330002,167.432007,0
2014-09-25,181.350006,181.350006,181.350006,181.350006,164.725143,0
2014-09-26,182.940002,182.940002,182.940002,182.940002,166.169418,0
2014-09-29,182.490005,182.490005,182.490005,182.490005,165.760681,0
2014-09-30,181.990005,181.990005,181.990005,181.990005,165.306503,0
2014-10-01,179.589996,179.589996,179.589996,179.589996,163.126495,0
2014-10-02,179.610001,179.610001,179.610001,179.610001,163.144684,0
2014-10-03,181.619995,181.619995,181.619995,181.619995,164.970398,0
2014-10-06,181.330002,181.330002,181.330002,181.330002,164.707001,0
2014-10-07,178.589996,178.589996,178.589996,178.589996,162.218155,0
2014-10-08,181.770004,181.770004,181.770004,181.770004,165.106705,0
2014-10-09,178.029999,178.029999,178.029999,178.029999,161.709518,0
2014-10-10,176.000000,176.000000,176.000000,176.000000,159.865601,0
2014-10-13,173.110001,173.110001,173.110001,173.110001,157.240524,0
2014-10-14,173.380005,173.380005,173.380005,173.380005,157.485794,0
2014-10-15,171.990005,171.990005,171.990005,171.990005,156.223236,0
2014-10-16,172.020004,172.020004,172.020004,172.020004,156.250488,0
2014-10-17,174.240005,174.240005,174.240005,174.240005,158.266953,0
2014-10-20,175.839996,175.839996,175.839996,175.839996,159.720261,0
2014-10-21,179.279999,179.279999,179.279999,179.279999,162.844955,0
2014-10-22,177.990005,177.990005,177.990005,177.990005,161.673203,0
2014-10-23,180.179993,180.179993,180.179993,180.179993,163.662369,0
2014-10-24,181.449997,181.449997,181.449997,181.449997,164.815994,0
2014-10-27,181.179993,181.179993,181.179993,181.179993,164.570770,0
2014-10-28,183.339996,183.339996,183.339996,183.339996,166.532745,0
2014-10-29,183.100006,183.100006,183.100006,183.100006,166.314728,0
2014-10-30,184.259995,184.259995,184.259995,184.259995,167.368423,0
2014-10-31,186.419998,186.419998,186.419998,186.419998,169.330368,0
2014-11-03,186.399994,186.399994,186.399994,186.399994,169.312225,0
2014-11-04,185.869995,185.869995,185.869995,185.869995,168.830795,0
2014-11-05,187.000000,187.000000,187.000000,187.000000,169.857208,0
2014-11-06,187.759995,187.759995,187.759995,187.759995,170.547531,0
2014-11-07,187.860001,187.860001,187.860001,187.860001,170.638382,0
2014-11-10,188.460007,188.460007,188.460007,188.460007,171.183365,0
2014-11-11,188.589996,188.589996,188.589996,188.589996,171.301422,0
2014-11-12,188.509995,188.509995,188.509995,188.509995,171.228790,0
2014-11-13,188.630005,188.630005,188.630005,188.630005,171.337753,0
2014-11-14,188.699997,188.699997,188.699997,188.699997,171.401398,0
2014-11-17,188.850006,188.850006,188.850006,188.850006,171.537613,0
2014-11-18,189.850006,189.850006,189.850006,189.850006,172.445953,0
2014-11-19,189.580002,189.580002,189.580002,189.580002,172.200714,0
2014-11-20,189.960007,189.960007,189.960007,189.960007,172.545898,0
2014-11-21,190.979996,190.979996,190.979996,190.979996,173.472366,0
2014-11-24,191.529999,191.529999,191.529999,191.529999,173.971939,0
2014-11-25,191.339996,191.339996,191.339996,191.339996,173.799362,0
2014-11-26,191.919998,191.919998,191.919998,191.919998,174.326187,0
2014-11-28,191.440002,191.440002,191.440002,191.440002,173.890198,0
2014-12-01,190.139999,190.139999,190.139999,190.139999,172.709366,0
2014-12-02,191.360001,191.360001,191.360001,191.360001,173.817535,0
2014-12-03,192.130005,192.130005,192.130005,192.130005,174.516968,0
2014-12-04,191.919998,191.919998,191.919998,191.919998,174.326187,0
2014-12-05,192.240005,192.240005,192.240005,192.240005,174.616852,0
2014-12-08,190.869995,190.869995,190.869995,190.869995,173.372452,0
2014-12-09,190.820007,190.820007,190.820007,190.820007,173.327026,0
2014-12-10,187.720001,187.720001,187.720001,187.720001,170.511200,0
2014-12-11,188.619995,188.619995,188.619995,188.619995,171.328705,0
2014-12-12,185.570007,185.570007,185.570007,185.570007,168.558334,0
2014-12-15,184.399994,184.399994,184.399994,184.399994,167.495575,0
2014-12-16,182.830002,182.830002,182.830002,182.830002,166.069489,0
2014-12-17,185.529999,185.529999,185.529999,185.529999,169.480438,0
2014-12-18,190.009995,190.009995,190.009995,190.009995,173.572937,0
2014-12-19,190.880005,190.880005,190.880005,190.880005,174.367661,0
2014-12-22,191.630005,191.630005,191.630005,191.630005,175.052811,0
2014-12-23,191.979996,191.979996,191.979996,191.979996,175.372498,0
2014-12-24,191.960007,191.960007,191.960007,191.960007,175.354233,0
2014-12-26,192.589996,192.589996,192.589996,192.589996,175.929718,0
2014-12-29,192.789993,192.789993,192.789993,192.789993,176.112396,0
2014-12-30,191.869995,191.869995,191.869995,191.869995,175.272049,0
2014-12-31,189.889999,189.889999,189.889999,189.889999,173.463257,0
2015-01-02,189.850006,189.850006,189.850006,189.850006,173.426773,0
2015-01-05,186.399994,186.399994,186.399994,186.399994,170.275223,0
2015-01-06,184.740005,184.740005,184.740005,184.740005,168.758820,0
2015-01-07,186.940002,186.940002,186.940002,186.940002,170.768494,0
2015-01-08,190.289993,190.289993,190.289993,190.289993,173.828674,0
2015-01-09,188.690002,188.690002,188.690002,188.690002,172.367126,0
2015-01-12,187.160004,187.160004,187.160004,187.160004,170.969467,0
2015-01-13,186.699997,186.699997,186.699997,186.699997,170.549240,0
2015-01-14,185.619995,185.619995,185.619995,185.619995,169.562683,0
2015-01-15,183.910004,183.910004,183.910004,183.910004,168.000595,0
2015-01-16,186.380005,186.380005,186.380005,186.380005,170.256973,0
2015-01-20,186.669998,186.669998,186.669998,186.669998,170.521866,0
2015-01-21,187.580002,187.580002,187.580002,187.580002,171.353149,0
2015-01-22,190.440002,190.440002,190.440002,190.440002,173.965729,0
2015-01-23,189.399994,189.399994,189.399994,189.399994,173.015701,0
2015-01-26,189.889999,189.889999,189.889999,189.889999,173.463257,0
2015-01-27,187.350006,187.350006,187.350006,187.350006,171.143051,0
2015-01-28,184.830002,184.830002,184.830002,184.830002,168.841019,0
2015-01-29,186.610001,186.610001,186.610001,186.610001,170.467056,0
2015-01-30,184.190002,184.190002,184.190002,184.190002,168.256409,0
2015-02-02,186.580002,186.580002,186.580002,186.580002,170.439651,0
2015-02-03,189.270004,189.270004,189.270004,189.270004,172.896957,0
2015-02-04,188.539993,188.539993,188.539993,188.539993,172.230087,0
2015-02-05,190.520004,190.520004,190.520004,190.520004,174.038788,0
2015-02-06,189.919998,189.919998,189.919998,189.919998,173.490692,0
2015-02-09,189.119995,189.119995,189.119995,189.119995,172.759888,0
2015-02-10,191.149994,191.149994,191.149994,191.149994,174.614273,0
2015-02-11,191.210007,191.210007,191.210007,191.210007,174.669113,0
2015-02-12,193.100006,193.100006,193.100006,193.100006,176.395660,0
2015-02-13,193.910004,193.910004,193.910004,193.910004,177.135574,0
2015-02-17,194.250000,194.250000,194.250000,194.250000,177.446152,0
2015-02-18,194.190002,194.190002,194.190002,194.190002,177.391357,0
2015-02-19,194.020004,194.020004,194.020004,194.020004,177.236038,0
2015-02-20,195.229996,195.229996,195.229996,195.229996,178.341370,0
2015-02-23,195.169998,195.169998,195.169998,195.169998,178.286560,0
2015-02-24,195.720001,195.720001,195.720001,195.720001,178.788971,0
2015-02-25,195.600006,195.600006,195.600006,195.600006,178.679352,0
2015-02-26,195.339996,195.339996,195.339996,195.339996,178.441818,0
2015-02-27,194.770004,194.770004,194.770004,194.770004,177.921173,0
2015-03-02,195.970001,195.970001,195.970001,195.970001,179.017334,0
2015-03-03,195.080002,195.080002,195.080002,195.080002,178.204376,0
2015-03-04,194.270004,194.270004,194.270004,194.270004,177.464401,0
2015-03-05,194.509995,194.509995,194.509995,194.509995,177.683655,0
2015-03-06,191.779999,191.779999,191.779999,191.779999,175.189804,0
2015-03-09,192.550003,192.550003,192.550003,192.550003,175.893204,0
2015-03-10,189.300003,189.300003,189.300003,189.300003,172.924377,0
2015-03-11,188.960007,188.960007,188.960007,188.960007,172.613739,0
2015-03-12,191.389999,191.389999,191.389999,191.389999,174.833557,0
2015-03-13,190.229996,190.229996,190.229996,190.229996,173.773880,0
2015-03-16,192.809998,192.809998,192.809998,192.809998,176.130692,0
2015-03-17,192.169998,192.169998,192.169998,192.169998,175.546051,0
2015-03-18,194.509995,194.509995,194.509995,194.509995,177.683655,0
2015-03-19,193.570007,193.570007,193.570007,193.570007,176.824966,0
2015-03-20,194.320007,194.320007,194.320007,194.320007,178.423584,0
2015-03-23,193.979996,193.979996,193.979996,193.979996,178.111343,0
2015-03-24,192.800003,192.800003,192.800003,192.800003,177.027893,0
2015-03-25,190.000000,190.000000,190.000000,190.000000,174.456940,0
2015-03-26,189.559998,189.559998,189.559998,189.559998,174.052948,0
2015-03-27,190.039993,190.039993,190.039993,190.039993,174.493652,0
2015-03-30,192.380005,192.380005,192.380005,192.380005,176.642258,0
2015-03-31,190.710007,190.710007,190.710007,190.710007,175.108856,0
2015-04-01,189.979996,189.979996,189.979996,189.979996,174.438568,0
2015-04-02,190.649994,190.649994,190.649994,190.649994,175.053757,0
2015-04-06,191.910004,191.910004,191.910004,191.910004,176.210724,0
2015-04-07,191.520004,191.520004,191.520004,191.520004,175.852615,0
2015-04-08,192.110001,192.110001,192.110001,192.110001,176.394302,0
2015-04-09,192.960007,192.960007,192.960007,192.960007,177.174789,0
2015-04-10,193.970001,193.970001,193.970001,193.970001,178.102203,0
2015-04-13,193.089996,193.089996,193.089996,193.089996,177.294159,0
2015-04-14,193.410004,193.410004,193.410004,193.410004,177.587982,0
2015-04-15,194.410004,194.410004,194.410004,194.410004,178.506180,0
2015-04-16,194.259995,194.259995,194.259995,194.259995,178.368484,0
2015-04-17,192.059998,192.059998,192.059998,192.059998,176.348434,0
2015-04-20,193.839996,193.839996,193.839996,193.839996,177.982788,0
2015-04-21,193.559998,193.559998,193.559998,193.559998,177.725723,0
2015-04-22,194.550003,194.550003,194.550003,194.550003,178.634720,0
2015-04-23,195.020004,195.020004,195.020004,195.020004,179.066284,0
2015-04-24,195.460007,195.460007,195.460007,195.460007,179.470306,0
2015-04-27,194.649994,194.649994,194.649994,194.649994,178.726517,0
2015-04-28,195.210007,195.210007,195.210007,195.210007,179.240738,0
2015-04-29,194.490005,194.490005,194.490005,194.490005,178.579666,0
2015-04-30,192.529999,192.529999,192.529999,192.529999,176.779999,0
2015-05-01,194.630005,194.630005,194.630005,194.630005,178.708176,0
2015-05-04,195.210007,195.210007,195.210007,195.210007,179.240738,0
2015-05-05,192.910004,192.910004,192.910004,192.910004,177.128876,0
2015-05-06,192.119995,192.119995,192.119995,192.119995,176.403534,0
2015-05-07,192.899994,192.899994,192.899994,192.899994,177.119705,0
2015-05-08,195.500000,195.500000,195.500000,195.500000,179.507004,0
2015-05-11,194.539993,194.539993,194.539993,194.539993,178.625534,0
2015-05-12,193.990005,193.990005,193.990005,193.990005,178.120514,0
2015-05-13,193.960007,193.960007,193.960007,193.960007,178.093033,0
2015-05-14,196.070007,196.070007,196.070007,196.070007,180.030380,0
2015-05-15,196.250000,196.250000,196.250000,196.250000,180.195663,0
2015-05-18,196.860001,196.860001,196.860001,196.860001,180.755768,0
2015-05-19,196.770004,196.770004,196.770004,196.770004,180.673126,0
2015-05-20,196.610001,196.610001,196.610001,196.610001,180.526199,0
2015-05-21,197.089996,197.089996,197.089996,197.089996,180.966949,0
2015-05-22,196.649994,196.649994,196.649994,196.649994,180.562943,0
2015-05-26,194.639999,194.639999,194.639999,194.639999,178.717392,0
2015-05-27,196.449997,196.449997,196.449997,196.449997,180.379303,0
2015-05-28,196.229996,196.229996,196.229996,196.229996,180.177307,0
2015-05-29,195.000000,195.000000,195.000000,195.000000,179.047882,0
2015-06-01,195.419998,195.419998,195.419998,195.419998,179.433548,0
2015-06-02,195.229996,195.229996,195.229996,195.229996,179.259094,0
2015-06-03,195.679993,195.679993,195.679993,195.679993,179.672272,0
2015-06-04,194.000000,194.000000,194.000000,194.000000,178.129700,0
2015-06-05,193.729996,193.729996,193.729996,193.729996,177.881790,0
2015-06-08,192.509995,192.509995,192.509995,192.509995,176.761597,0
2015-06-09,192.589996,192.589996,192.589996,192.589996,176.835068,0
2015-06-10,194.919998,194.919998,194.919998,194.919998,178.974442,0
2015-06-11,195.320007,195.320007,195.320007,195.320007,179.341766,0
2015-06-12,193.960007,193.960007,193.960007,193.960007,178.093033,0
2015-06-15,193.070007,193.070007,193.070007,193.070007,177.275787,0
2015-06-16,194.169998,194.169998,194.169998,194.169998,178.285843,0
2015-06-17,194.559998,194.559998,194.559998,194.559998,178.643936,0
2015-06-18,196.509995,196.509995,196.509995,196.509995,180.434402,0
2015-06-19,194.559998,194.559998,194.559998,194.559998,179.474091,0
2015-06-22,195.750000,195.750000,195.750000,195.750000,180.571854,0
