Date,Open,High,Low,Close,Adj Close,Volume
2014-07-31,79.150002,79.400002,78.480003,78.489998,72.881592,876900
2014-08-01,77.550003,78.089996,77.269997,77.410004,71.878777,1516500
2014-08-04,76.820000,77.269997,76.320000,77.129997,71.618767,1158800
2014-08-05,77.849998,77.889999,77.139999,77.300003,71.776627,605800
2014-08-06,76.440002,77.419998,76.440002,77.050003,71.544495,1013100
2014-08-07,77.830002,77.940002,76.309998,76.580002,71.108078,606200
2014-08-08,76.360001,76.900002,76.150002,76.879997,71.386635,652700
2014-08-11,77.349998,77.940002,77.129997,77.639999,72.092331,865600
2014-08-12,77.279999,77.430000,76.690002,77.089996,71.581635,1043600
2014-08-13,77.110001,77.150002,76.540001,77.059998,71.553772,1035600
2014-08-14,77.190002,77.360001,76.970001,77.080002,71.572350,446700
2014-08-15,77.580002,77.720001,75.629997,76.320000,70.866653,1224300
2014-08-18,77.120003,77.410004,76.900002,77.279999,71.758057,488700
2014-08-19,77.870003,78.059998,77.709999,77.949997,72.380165,459800
2014-08-20,76.720001,77.589996,76.720001,77.400002,71.869476,1038200
2014-08-21,77.239998,78.059998,77.239998,77.959999,72.389465,814100
2014-08-22,77.550003,77.650002,77.010002,77.230003,71.711632,655600
2014-08-25,78.180000,78.760002,78.010002,78.470001,72.863029,908400
2014-08-26,78.690002,79.089996,78.629997,78.809998,73.178726,409500
2014-08-27,79.209999,79.250000,78.879997,79.190002,73.531578,526300
2014-08-28,77.879997,78.129997,77.580002,77.879997,72.315178,729500
2014-08-29,77.900002,78.199997,77.230003,77.930000,72.361610,654100
2014-09-02,78.400002,78.650002,78.120003,78.540001,72.928024,790800
2014-09-03,77.699997,77.959999,77.550003,77.730003,72.175896,899200
2014-09-04,77.379997,77.970001,77.309998,77.400002,71.869476,957400
2014-09-05,77.580002,77.980003,77.110001,77.940002,72.370895,696200
2014-09-08,78.169998,78.629997,77.910004,78.250000,72.658745,686900
2014-09-09,77.580002,77.970001,77.370003,77.610001,72.064468,599600
2014-09-10,77.470001,77.889999,77.269997,77.760002,72.203758,931900
2014-09-11,77.230003,77.830002,77.180000,77.639999,72.092331,752600
2014-09-12,77.239998,77.580002,76.879997,77.430000,71.897339,567000
2014-09-15,77.690002,77.860001,77.410004,77.629997,72.083046,469000
2014-09-16,76.709999,77.500000,76.660004,77.349998,71.823051,625900
2014-09-17,77.000000,77.150002,76.470001,76.519997,71.052353,594700
2014-09-18,76.830002,77.470001,76.830002,77.349998,71.823051,315500
2014-09-19,74.389999,74.459999,73.839996,73.970001,68.684563,3268600
2014-09-22,74.709999,74.720001,74.269997,74.510002,69.185982,1178100
2014-09-23,74.440002,74.739998,73.629997,73.660004,68.396721,1005300
2014-09-24,72.910004,73.970001,72.800003,73.889999,68.610283,1091400
2014-09-25,72.860001,73.000000,72.089996,72.360001,67.189613,1688500
2014-09-26,73.010002,73.169998,72.570000,73.150002,67.923164,417800
2014-09-29,72.059998,72.739998,71.980003,72.449997,67.273178,930200
2014-09-30,71.860001,72.300003,71.660004,72.160004,67.003906,1381600
2014-10-01,71.839996,71.849998,71.089996,71.260002,66.168221,1207500
2014-10-02,71.080002,71.540001,70.739998,71.410004,66.307487,1209100
2014-10-03,70.809998,71.349998,70.709999,71.080002,66.001060,939600
2014-10-06,70.989998,71.699997,70.949997,71.309998,66.214638,1396700
2014-10-07,71.050003,71.190002,70.389999,70.410004,65.378952,1167600
2014-10-08,68.180000,69.379997,67.910004,69.209999,64.264687,3017900
2014-10-09,69.779999,70.050003,68.860001,68.919998,63.995407,1308000
2014-10-10,68.839996,69.650002,68.739998,68.779999,63.865406,3258400
2014-10-13,68.529999,69.199997,68.230003,68.250000,63.373283,1134000
2014-10-14,68.639999,69.129997,68.370003,68.610001,63.707554,2446200
2014-10-15,67.910004,68.110001,66.500000,68.040001,63.178284,1623700
2014-10-16,65.730003,66.870003,65.489998,66.449997,61.701893,2951400
2014-10-17,68.389999,69.209999,68.099998,68.989998,64.060402,1245400
2014-10-20,65.739998,65.779999,64.099998,65.680000,60.986916,2877100
2014-10-21,65.239998,66.190002,65.230003,66.070000,61.349049,1497700
2014-10-22,64.959999,65.230003,64.110001,64.139999,59.556957,1733800
2014-10-23,65.309998,66.440002,65.199997,66.160004,61.432625,1403400
2014-10-24,65.809998,65.949997,65.419998,65.680000,60.986916,681300
2014-10-27,64.730003,65.709999,64.629997,65.410004,60.736214,881100
2014-10-28,66.580002,67.019997,66.419998,66.980003,62.194035,1040800
2014-10-29,66.680000,66.919998,65.980003,66.169998,61.441902,3066800
2014-10-30,65.529999,66.669998,65.489998,66.320000,61.581184,2786800
2014-10-31,67.239998,68.160004,66.989998,68.129997,63.261852,1900600
2014-11-03,67.220001,67.279999,66.839996,67.169998,62.370457,1870600
2014-11-04,66.800003,67.199997,66.540001,66.919998,62.138317,1094400
2014-11-05,67.220001,67.440002,66.839996,67.220001,62.416878,748000
2014-11-06,67.320000,67.769997,67.080002,67.489998,62.667583,675200
2014-11-07,66.610001,66.959999,66.410004,66.849998,62.073315,1429400
2014-11-10,66.989998,67.400002,66.839996,67.279999,62.472584,767500
2014-11-11,67.129997,67.459999,66.900002,67.320000,62.509731,473900
2014-11-12,66.360001,66.839996,66.250000,66.449997,61.701893,948700
2014-11-13,66.180000,66.970001,66.169998,66.629997,61.869034,623300
2014-11-14,66.220001,66.970001,66.199997,66.879997,62.101170,393500
2014-11-17,67.070000,67.650002,66.970001,67.519997,62.695438,1107800
2014-11-18,68.129997,68.940002,67.989998,68.599998,63.698269,1459600
2014-11-19,69.150002,69.169998,68.449997,68.720001,63.809700,857100
2014-11-20,68.139999,68.790001,68.080002,68.620003,63.716843,551200
2014-11-21,69.709999,69.779999,69.250000,69.360001,64.403976,728900
2014-11-24,70.470001,70.620003,70.070000,70.360001,65.332504,1035700
2014-11-25,70.750000,71.050003,70.730003,70.800003,65.741081,900400
2014-11-26,71.050003,71.290001,70.900002,71.120003,66.038216,1054800
2014-11-28,70.750000,70.879997,70.190002,70.320000,65.295372,432700
2014-12-01,71.080002,71.279999,70.809998,70.849998,65.787498,805700
2014-12-02,70.919998,71.029999,70.209999,70.349998,65.323235,1011600
2014-12-03,69.750000,69.989998,69.440002,69.699997,64.719673,1081400
2014-12-04,69.690002,69.790001,68.989998,69.169998,64.227539,898600
2014-12-05,69.440002,70.059998,69.250000,69.750000,64.766098,877300
2014-12-08,70.389999,70.580002,69.690002,69.800003,64.812531,1155400
2014-12-09,69.690002,70.250000,69.419998,69.889999,64.896095,990600
2014-12-10,69.790001,69.820000,68.680000,68.739998,63.828266,807700
2014-12-11,69.849998,70.889999,69.779999,70.220001,65.202515,1158400
2014-12-12,70.000000,70.220001,68.480003,68.500000,63.605419,1693000
2014-12-15,69.040001,69.180000,67.029999,67.199997,62.398308,1234600
2014-12-16,66.669998,68.500000,66.580002,67.540001,62.714016,856100
2014-12-17,67.800003,68.970001,67.680000,68.400002,63.512562,862000
2014-12-18,69.190002,70.419998,69.129997,70.400002,65.369659,884500
2014-12-19,70.010002,70.839996,69.839996,70.440002,65.406807,3073000
2014-12-22,70.870003,70.989998,70.610001,70.690002,65.638939,1043500
2014-12-23,70.680000,71.050003,70.559998,70.900002,65.833931,650400
2014-12-24,71.110001,71.559998,70.940002,71.470001,66.363205,304300
2014-12-26,71.639999,71.889999,71.339996,71.699997,66.576759,473000
2014-12-29,71.199997,71.690002,71.110001,71.320000,66.223915,1002200
2014-12-30,70.919998,71.129997,70.260002,70.400002,65.369659,476800
2014-12-31,70.400002,70.629997,69.580002,69.650002,64.673248,487100
2015-01-02,69.790001,70.360001,69.639999,70.040001,65.035385,683600
2015-01-05,68.300003,68.360001,67.059998,67.199997,62.398308,1678800
2015-01-06,65.930000,66.459999,65.360001,65.680000,60.986916,1478900
2015-01-07,64.980003,65.459999,64.599998,65.089996,60.439072,1483100
2015-01-08,64.510002,66.309998,64.500000,66.129997,61.404762,1184700
2015-01-09,65.230003,65.269997,64.419998,65.029999,60.383366,1142500
2015-01-12,65.760002,68.099998,65.480003,67.699997,62.862576,3279400
2015-01-13,67.099998,67.800003,66.419998,66.889999,62.110458,1707100
2015-01-14,66.680000,67.389999,66.309998,66.970001,62.184738,841200
2015-01-15,67.089996,67.480003,66.599998,66.879997,62.101170,1060900
2015-01-16,66.230003,67.239998,65.800003,67.110001,62.314735,1143700
2015-01-20,63.650002,63.759998,62.820000,63.560001,59.018398,2674100
2015-01-21,63.610001,64.129997,63.400002,64.080002,59.501247,2283800
2015-01-22,63.900002,64.620003,63.650002,64.349998,59.751949,1517800
2015-01-23,64.279999,65.059998,64.199997,64.519997,59.909801,1032700
2015-01-26,65.410004,66.410004,65.150002,66.099998,61.376907,1736100
2015-01-27,65.620003,65.919998,65.220001,65.500000,60.819782,1302100
2015-01-28,65.190002,65.330002,64.129997,64.190002,59.603382,981200
2015-01-29,65.010002,65.949997,64.900002,65.820000,61.116913,1354800
2015-01-30,65.629997,66.000000,65.199997,65.360001,60.689785,967900
2015-02-02,66.169998,67.019997,65.930000,66.949997,62.166176,1187300
2015-02-03,67.739998,68.419998,67.459999,68.379997,63.493996,1299500
2015-02-04,68.199997,68.230003,67.309998,67.389999,62.574726,1333800
2015-02-05,68.050003,68.739998,67.779999,68.709999,63.800419,1129300
2015-02-06,67.169998,67.400002,66.489998,66.669998,61.906178,2718100
2015-02-09,66.300003,66.709999,66.169998,66.309998,61.571892,1734800
2015-02-10,67.230003,67.470001,66.470001,67.330002,62.519016,1805900
2015-02-11,66.529999,67.040001,66.489998,66.839996,62.064030,874800
2015-02-12,68.669998,69.129997,68.589996,69.089996,64.153252,751700
2015-02-13,69.320000,69.589996,68.949997,69.089996,64.153252,639600
2015-02-17,69.059998,69.199997,68.540001,69.080002,64.143982,476500
2015-02-18,68.239998,69.150002,68.160004,68.959999,64.032547,600900
2015-02-19,68.510002,69.250000,68.339996,68.879997,63.958263,432600
2015-02-20,68.480003,69.949997,68.309998,69.629997,64.654678,813000
2015-02-23,69.709999,70.010002,69.519997,69.680000,64.701103,563100
2015-02-24,69.599998,70.160004,69.309998,69.870003,64.877525,1113400
2015-02-25,70.070000,70.269997,69.870003,70.180000,65.165382,568800
2015-02-26,69.820000,70.300003,69.680000,69.849998,64.858955,646700
2015-02-27,70.300003,70.500000,70.019997,70.190002,65.174660,527600
2015-03-02,70.190002,71.139999,70.190002,71.110001,66.028923,2479100
2015-03-03,70.930000,71.000000,70.160004,70.410004,65.378952,812300
2015-03-04,69.660004,69.959999,69.190002,69.879997,64.886810,1376500
2015-03-05,70.180000,70.260002,69.809998,69.980003,64.979675,497500
2015-03-06,69.000000,69.309998,68.330002,68.480003,63.586853,886800
2015-03-09,68.360001,68.639999,68.099998,68.480003,63.586853,506000
2015-03-10,67.449997,67.760002,66.830002,66.910004,62.129036,794000
2015-03-11,67.220001,67.629997,66.860001,67.190002,62.389019,679000
2015-03-12,67.989998,68.199997,67.589996,68.089996,63.224720,1227900
2015-03-13,67.580002,68.309998,67.419998,68.080002,63.215431,663700
2015-03-16,69.050003,69.610001,68.870003,69.480003,64.515388,777700
2015-03-17,69.019997,69.230003,68.739998,69.010002,64.078979,859100
2015-03-18,69.589996,71.470001,69.550003,70.970001,65.898933,2280200
2015-03-19,70.220001,70.580002,70.050003,70.309998,65.286087,1642200
2015-03-20,72.550003,73.230003,72.099998,72.760002,67.561028,2766100
2015-03-23,72.889999,73.459999,72.510002,73.199997,67.969582,1480500
2015-03-24,73.879997,74.160004,73.470001,73.529999,68.276001,1393000
2015-03-25,73.330002,73.410004,72.040001,72.110001,66.957474,1389000
2015-03-26,71.550003,72.089996,70.949997,71.750000,66.623192,835500
2015-03-27,72.070000,72.669998,71.720001,72.540001,67.356735,1221900
2015-03-30,72.959999,73.150002,72.709999,72.720001,67.523888,1017000
2015-03-31,72.720001,72.900002,72.110001,72.169998,67.013176,998100
2015-04-01,73.040001,73.040001,72.000000,72.410004,67.236031,960100
2015-04-02,73.139999,73.269997,72.540001,72.760002,67.561028,808700
2015-04-06,72.400002,73.730003,72.360001,73.330002,68.090294,857000
2015-04-07,73.470001,73.790001,72.900002,72.949997,67.737450,686200
2015-04-08,73.610001,73.669998,72.660004,72.930000,67.718880,876100
2015-04-09,72.860001,73.089996,72.550003,72.980003,67.765312,686800
2015-04-10,73.220001,73.489998,72.940002,73.180000,67.951012,604600
2015-04-13,73.199997,73.300003,72.559998,72.800003,67.598167,682400
2015-04-14,73.629997,73.690002,73.260002,73.360001,68.118149,726100
2015-04-15,73.550003,73.669998,72.699997,73.360001,68.118149,574600
2015-04-16,72.790001,73.099998,72.389999,72.900002,67.691025,925500
2015-04-17,72.000000,72.190002,71.250000,71.730003,66.604622,924400
2015-04-20,72.519997,72.779999,72.070000,72.320000,67.152466,832100
2015-04-21,74.160004,74.550003,73.809998,74.139999,68.842415,1563100
2015-04-22,73.980003,74.680000,73.459999,74.430000,69.111694,1342100
2015-04-23,73.989998,75.059998,73.849998,74.820000,69.473831,944100
2015-04-24,74.889999,75.410004,74.309998,75.180000,69.808105,762500
2015-04-27,76.620003,77.110001,76.330002,76.389999,70.931648,1259200
2015-04-28,76.830002,76.989998,76.199997,76.540001,71.070930,1037700
2015-04-29,76.870003,77.070000,75.860001,76.220001,70.773796,1304900
2015-04-30,76.250000,76.529999,75.470001,75.690002,70.281670,1117800
2015-05-01,75.900002,76.860001,75.889999,76.400002,70.940933,768400
2015-05-04,76.480003,76.650002,76.209999,76.209999,70.764511,1439200
2015-05-05,75.290001,75.339996,74.260002,74.470001,69.148834,1375600
2015-05-06,75.070000,75.389999,74.449997,74.720001,69.380966,1443600
2015-05-07,75.080002,75.889999,74.970001,75.309998,69.928810,1284700
2015-05-08,75.690002,76.349998,75.650002,76.010002,70.578804,521000
2015-05-11,75.529999,75.870003,75.419998,75.489998,70.095955,774200
2015-05-12,75.220001,75.599998,74.910004,75.269997,69.891678,1065000
2015-05-13,76.209999,76.650002,75.610001,75.720001,70.309525,794700
2015-05-14,76.620003,77.360001,76.410004,77.269997,71.748756,1309500
2015-05-15,76.879997,77.080002,76.559998,76.830002,71.340210,868100
2015-05-18,75.739998,76.050003,75.430000,75.629997,71.328888,847700
2015-05-19,75.400002,75.809998,75.279999,75.599998,71.300591,556700
2015-05-20,75.330002,75.860001,75.220001,75.699997,71.394905,648700
2015-05-21,75.480003,75.980003,75.410004,75.800003,71.489220,627300
2015-05-22,75.129997,75.160004,74.690002,74.709999,70.461212,492900
2015-05-26,74.080002,74.139999,73.029999,73.500000,69.320015,892000
2015-05-27,73.260002,74.290001,73.129997,74.190002,69.970787,1148300
2015-05-28,74.559998,74.610001,73.860001,74.260002,70.036804,822600
2015-05-29,74.260002,74.459999,73.750000,73.900002,69.697273,868300
2015-06-01,74.080002,74.169998,73.279999,73.860001,69.659554,475600
2015-06-02,74.629997,75.089996,74.389999,74.680000,70.432922,700400
2015-06-03,75.209999,75.970001,75.180000,75.660004,71.357193,790100
2015-06-04,75.199997,76.110001,74.680000,74.839996,70.583809,588000
2015-06-05,73.629997,74.150002,73.199997,73.639999,69.452057,815000
2015-06-08,73.620003,73.750000,73.099998,73.419998,69.244568,733300
2015-06-09,72.769997,73.019997,72.290001,72.730003,68.593826,721100
2015-06-10,73.589996,74.379997,73.169998,74.089996,69.876465,648000
2015-06-11,74.459999,74.730003,73.800003,74.199997,69.980217,587700
2015-06-12,73.419998,73.919998,72.940002,73.550003,69.367180,638600
2015-06-15,72.050003,72.760002,71.930000,72.470001,68.348602,665700
2015-06-16,72.150002,73.169998,72.040001,72.959999,68.810730,690800
2015-06-17,72.879997,73.199997,72.250000,72.889999,68.744713,805400
2015-06-18,72.570000,74.080002,72.470001,73.260002,69.093674,1253900
2015-06-19,72.709999,72.849998,72.349998,72.660004,68.527802,849700
2015-06-22,74.680000,75.570000,74.529999,74.809998,70.555511,1273300
2015-06-23,74.870003,74.930000,74.430000,74.480003,70.244293,560700
2015-06-24,73.919998,74.120003,73.400002,73.510002,69.329453,682900
2015-06-25,73.830002,73.930000,73.199997,73.500000,69.320015,683300
2015-06-26,73.690002,73.750000,72.669998,72.970001,68.820160,608800
2015-06-29,71.769997,72.000000,70.519997,70.680000,66.660400,1262800
2015-06-30,70.930000,70.949997,69.650002,70.230003,66.235992,1520400
2015-07-01,70.800003,70.989998,70.169998,70.370003,66.368027,1247300
2015-07-02,70.370003,70.379997,69.720001,69.959999,65.981331,668500
2015-07-06,67.809998,68.849998,67.730003,68.260002,64.378036,1698700
2015-07-07,67.870003,69.059998,67.019997,68.839996,64.925041,2377300
2015-07-08,68.750000,69.190002,68.279999,68.480003,64.585518,955100
2015-07-09,70.160004,70.540001,69.760002,69.809998,65.839874,1002400
2015-07-10,72.839996,72.870003,72.059998,72.269997,68.159973,1495700
2015-07-13,72.820000,73.059998,72.510002,72.599998,68.471207,1006400
2015-07-14,73.099998,73.489998,72.959999,73.209999,69.046516,816000
2015-07-15,73.629997,74.760002,73.370003,74.150002,69.933060,1817800
2015-07-16,74.690002,74.839996,74.430000,74.599998,70.357468,956100
2015-07-17,74.680000,74.699997,73.910004,74.169998,69.951920,755000
2015-07-20,75.040001,75.080002,74.300003,74.459999,70.225426,1477300
